Protocol,Field name,Description,Type,Versions
IPv6_1,ipv6.opt.mipv6.home_address,MIPv6 Home Address,IPv6 address,2.0.0 to 4.2.2
IPv6_1,ipv6.opt.mpl.flag,Flag,Unsigned integer (8 bits),2.0.0 to 4.2.2
IPv6_1,ipv6.opt.mpl.flag.m,Largest Sequence,Boolean,2.0.0 to 4.2.2
IPv6_1,ipv6.opt.mpl.flag.rsv,Reserved,Unsigned integer (8 bits),2.0.0 to 4.2.2
IPv6_1,ipv6.opt.mpl.flag.s,Seed ID Length,Unsigned integer (8 bits),2.0.0 to 4.2.2
IPv6_1,ipv6.opt.mpl.flag.v,Version,Boolean,2.0.0 to 4.2.2
IPv6_1,ipv6.opt.mpl.ipv6_src_seed_id,Seed ID is the IPv6 Source Address,Label,3.2.0 to 4.2.2
IPv6_1,ipv6.opt.mpl.seed_id,Seed ID,Byte sequence,2.0.0 to 4.2.2
IPv6_1,ipv6.opt.mpl.sequence,Sequence,Unsigned integer (8 bits),2.0.0 to 4.2.2
IPv6_1,ipv6.opt.pad1,Pad1,Label,1.0.0 to 4.2.2
IPv6_1,ipv6.opt.padn,PadN,Byte sequence,1.0.0 to 4.2.2
IPv6_1,ipv6.opt.pdm.delta_last_recv,Delta Time Last Received,Unsigned integer (16 bits),2.6.0 to 4.2.2
IPv6_1,ipv6.opt.pdm.delta_last_sent,Delta Time Last Sent,Unsigned integer (16 bits),2.6.0 to 4.2.2
IPv6_1,ipv6.opt.pdm.psn_last_recv,PSN Last Received,Unsigned integer (16 bits),2.6.0 to 4.2.2
IPv6_1,ipv6.opt.pdm.psn_this_pkt,PSN This Packet,Unsigned integer (16 bits),2.6.0 to 4.2.2
IPv6_1,ipv6.opt.pdm.scale_dtlr,Scale DTLR,Unsigned integer (8 bits),2.6.0 to 4.2.2
IPv6_1,ipv6.opt.pdm.scale_dtls,Scale DTLS,Unsigned integer (8 bits),2.6.0 to 4.2.2
IPv6_1,ipv6.opt.pmtu.min,Minimum Reported PMTU,Unsigned integer (16 bits),3.2.0 to 4.2.2
IPv6_1,ipv6.opt.pmtu.r_flag,Return Flag,Boolean,3.2.0 to 4.2.2
IPv6_1,ipv6.opt.pmtu.rtn,Return Minimum PMTU,Unsigned integer (16 bits),3.2.0 to 4.2.2
IPv6_1,ipv6.opt.qs_func,Function,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.qs_nonce,QS Nonce,Unsigned integer (32 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.qs_rate,Rate,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.qs_reserved,Reserved,Unsigned integer (32 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.qs_ttl,QS TTL,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.qs_ttl_diff,TTL Diff,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.qs_unused,Not Used,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.router_alert,Router Alert,Unsigned integer (16 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.rpl.flag,Flag,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.rpl.flag.f,Forwarding Error,Boolean,1.8.0 to 4.2.2
IPv6_1,ipv6.opt.rpl.flag.o,Down,Boolean,1.8.0 to 4.2.2
IPv6_1,ipv6.opt.rpl.flag.r,Rank Error,Boolean,1.8.0 to 4.2.2
IPv6_1,ipv6.opt.rpl.flag.rsv,Reserved,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.rpl.instance_id,RPLInstanceID,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.rpl.sender_rank,Sender Rank,Unsigned integer (16 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.smf_dpd.hash_bit,H-bit,Boolean,2.4.0 to 4.2.2
IPv6_1,ipv6.opt.smf_dpd.hav,Hash Assist Value,Byte sequence,2.4.0 to 4.2.2
IPv6_1,ipv6.opt.smf_dpd.ident,Identifier,Byte sequence,2.4.0 to 4.2.2
IPv6_1,ipv6.opt.smf_dpd.tagger_id,TaggerID,Byte sequence,2.4.0 to 4.2.2
IPv6_1,ipv6.opt.smf_dpd.tid_len,TaggerID Length,Unsigned integer (8 bits),2.4.0 to 4.2.2
IPv6_1,ipv6.opt.smf_dpd.tid_type,TaggerID Type,Unsigned integer (8 bits),2.4.0 to 4.2.2
IPv6_1,ipv6.opt.tel,Tunnel Encapsulation Limit,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.tpf_information,TPF Information,Unsigned integer (32 bits),3.6.0 to 4.2.2
IPv6_1,ipv6.opt.type,Type,Unsigned integer (8 bits),1.8.0 to 4.2.2
IPv6_1,ipv6.opt.type.action,Action,Unsigned integer (8 bits),2.2.0 to 4.2.2
IPv6_2,ipv6.opt.type.change,May Change,Boolean,2.2.0 to 4.2.2
IPv6_2,ipv6.opt.type.rest,Low-Order Bits,Unsigned integer (8 bits),2.2.0 to 4.2.2
IPv6_2,ipv6.opt.unknown,Unknown Option Payload,Byte sequence,1.8.0 to 4.2.2
IPv6_2,ipv6.opt.unknown_data.expert,Unknown Data (not interpreted),Label,2.0.0 to 4.2.2
IPv6_2,ipv6.opt_unknown_data,Unknown Data,Byte sequence,2.0.0 to 4.2.2
IPv6_2,ipv6.plen,Payload Length,Unsigned integer (16 bits),1.0.0 to 4.2.2
IPv6_2,ipv6.plen_exceeds_framing,IPv6 payload length does not match expected framing length,Label,2.2.0 to 4.2.2
IPv6_2,ipv6.plen_zero,"IPv6 payload length equals 0 (maybe because of ""TCP segmentation offload"" (TSO))",Label,2.6.0 to 4.2.2
IPv6_2,ipv6.reassembled.data,Reassembled IPv6 data,Byte sequence,1.10.0 to 4.2.2
IPv6_2,ipv6.reassembled.in,Reassembled IPv6 in frame,Frame number,2.0.0 to 4.2.2
IPv6_2,ipv6.reassembled.length,Reassembled IPv6 length,Unsigned integer (32 bits),1.4.0 to 4.2.2
IPv6_2,ipv6.routing,Routing Header,Label,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.invalid_length,Expert Info,Label,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.invalid_segleft,Expert Info,Label,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.mipv6.home_address,Home Address,IPv6 address,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.mipv6.reserved,Reserved,Byte sequence,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.nxt,Next Header,Unsigned integer (8 bits),2.0.0 to 2.0.16
IPv6_2,ipv6.routing.rpl.address,Address,Byte sequence,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.rpl.cmprE,Compressed Final Octets (CmprE),Unsigned integer (32 bits),2.0.0 to 2.0.16
IPv6_2,ipv6.routing.rpl.cmprI,Compressed Internal Octets (CmprI),Unsigned integer (32 bits),2.0.0 to 2.0.16
IPv6_2,ipv6.routing.rpl.cmprI_cmprE_pad,Expert Info,Label,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.rpl.full_address,Full Address,IPv6 address,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.rpl.pad,Padding Bytes,Unsigned integer (32 bits),2.0.0 to 2.0.16
IPv6_2,ipv6.routing.rpl.reserved,Reserved,Unsigned integer (32 bits),2.0.0 to 2.0.16
IPv6_2,ipv6.routing.rpl.reserved_not0,Expert Info,Label,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.segleft,Segments Left,Unsigned integer (8 bits),2.0.0 to 2.0.16
IPv6_2,ipv6.routing.src.addr,Address,IPv6 address,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.src.reserved,Reserved,Byte sequence,2.0.0 to 2.0.16
IPv6_2,ipv6.routing.type,Type,Unsigned integer (8 bits),2.0.0 to 2.0.16
IPv6_2,ipv6.slaac_mac,SLAAC MAC,Ethernet or other MAC address,3.6.0 to 4.2.2
IPv6_2,ipv6.src,Source Address,IPv6 address,1.0.0 to 4.2.2
IPv6_2,ipv6.src_6to4_gw_ipv4,Source 6to4 Gateway IPv4,IPv4 address,1.4.0 to 4.2.2
IPv6_2,ipv6.src_6to4_sla_id,Source 6to4 SLA ID,Unsigned integer (16 bits),1.4.0 to 4.2.2
IPv6_2,ipv6.src_embed_ipv4,Source Embedded IPv4,IPv4 address,2.4.0 to 4.2.2
IPv6_2,ipv6.src_host,Source Host,Character string,1.0.0 to 4.2.2
IPv6_2,ipv6.src_isatap_ipv4,Source ISATAP IPv4,IPv4 address,1.4.0 to 4.2.2
IPv6_2,ipv6.src_route_list.dst_addr,Expert Info,Label,1.12.0 to 2.0.16
IPv6_2,ipv6.src_route_list.mult_inst_same_addr,Expert Info,Label,1.12.0 to 2.0.16
IPv6_2,ipv6.src_route_list.multicast_addr,Expert Info,Label,1.12.0 to 2.0.16
IPv6_2,ipv6.src_route_list.src_addr,Expert Info,Label,1.12.0 to 2.0.16
IPv6_2,ipv6.src_slaac_mac,Source SLAAC MAC,Ethernet or other MAC address,3.6.0 to 4.2.2
IPv6_2,ipv6.src_tc_ipv4,Source Teredo Client IPv4,IPv4 address,1.4.0 to 4.2.2
IPv6_2,ipv6.src_tc_port,Source Teredo Port,Unsigned integer (16 bits),1.4.0 to 4.2.2
IPv6_2,ipv6.src_ts_ipv4,Source Teredo Server IPv4,IPv4 address,1.4.0 to 4.2.2
IPv6_2,ipv6.tc_ipv4,Teredo Client IPv4,IPv4 address,1.4.0 to 4.2.2
IPv6_2,ipv6.tc_port,Teredo Port,Unsigned integer (16 bits),1.4.0 to 4.2.2
IPv6_2,ipv6.tclass,Traffic Class,Unsigned integer (32 bits),2.0.0 to 4.2.2
IPv6_2,ipv6.tclass.dscp,Differentiated Services Codepoint,Unsigned integer (32 bits),2.0.0 to 4.2.2
IPv6_2,ipv6.tclass.ecn,Explicit Congestion Notification,Unsigned integer (32 bits),2.0.0 to 4.2.2
IPv6_2,ipv6.ts_ipv4,Teredo Server IPv4,IPv4 address,1.4.0 to 4.2.2
IPv6_2,ipv6.version,Version,Unsigned integer (8 bits),1.0.0 to 4.2.2
TCP,mptcp.connection.echoed_key_mismatch,The echoed key in the ACK of the MPTCP handshake does not match the key of the SYN/ACK,Label,2.2.0 to 4.2.2
TCP,mptcp.connection.missing_algorithm,No crypto algorithm specified,Label,2.2.0 to 4.2.2
TCP,mptcp.connection.unsupported_algorithm,Unsupported algorithm,Label,2.2.0 to 4.2.2
TCP,mptcp.dss.infinite_mapping,Fallback to infinite mapping,Label,2.2.0 to 4.2.2
TCP,mptcp.dss.missing_mapping,No mapping available,Label,2.2.0 to 4.2.2
TCP,tcp.ack,Acknowledgment Number,Unsigned integer (32 bits),1.0.0 to 4.2.2
TCP,tcp.ack.nonzero,The acknowledgment number field is nonzero while the ACK flag is not set,Label,1.12.0 to 4.2.2
TCP,tcp.ack_raw,Acknowledgment number (raw),Unsigned integer (32 bits),3.2.0 to 4.2.2
TCP,tcp.analysis,SEQ/ACK analysis,Label,1.8.0 to 4.2.2
TCP,tcp.analysis.ack_lost_segment,ACKed segment that wasn't captured (common at capture start),Label,1.0.0 to 4.2.2
TCP,tcp.analysis.ack_rtt,The RTT to ACK the segment was,Time offset,1.0.0 to 4.2.2
TCP,tcp.analysis.acks_frame,This is an ACK to the segment in frame,Frame number,1.0.0 to 4.2.2
TCP,tcp.analysis.bytes_in_flight,Bytes in flight,Unsigned integer (32 bits),1.2.0 to 4.2.2
TCP,tcp.analysis.duplicate_ack,Duplicate ACK,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.duplicate_ack_frame,Duplicate to the ACK in frame,Frame number,1.0.0 to 4.2.2
TCP,tcp.analysis.duplicate_ack_num,Duplicate ACK #,Unsigned integer (32 bits),1.0.0 to 4.2.2
TCP,tcp.analysis.fast_retransmission,This frame is a (suspected) fast retransmission,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.flags,TCP Analysis Flags,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.initial_rtt,iRTT,Time offset,1.12.0 to 4.2.2
TCP,tcp.analysis.keep_alive,TCP keep-alive segment,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.keep_alive_ack,ACK to a TCP keep-alive segment,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.lost_segment,Previous segment(s) not captured (common at capture start),Label,1.0.0 to 4.2.2
TCP,tcp.analysis.out_of_order,This frame is a (suspected) out-of-order segment,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.push_bytes_sent,Bytes sent since last PSH flag,Unsigned integer (32 bits),2.2.0 to 4.2.2
TCP,tcp.analysis.retransmission,This frame is a (suspected) retransmission,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.reused_ports,A new tcp session is started with the same ports as an earlier session in this trace,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.rto,The RTO for this segment was,Time offset,1.0.0 to 4.2.2
TCP,tcp.analysis.rto_frame,RTO based on delta from frame,Frame number,1.0.0 to 4.2.2
TCP,tcp.analysis.spurious_retransmission,This frame is a (suspected) spurious retransmission,Label,1.12.0 to 4.2.2
TCP,tcp.analysis.tfo_ack,TCP SYN-ACK accepting TFO data,Label,3.4.0 to 4.2.2
TCP,tcp.analysis.tfo_ignored,TCP SYN-ACK ignoring TFO data,Label,3.4.0 to 4.2.2
TCP,tcp.analysis.tfo_syn,TCP SYN with TFO Cookie,Label,2.0.0 to 4.2.2
TCP,tcp.analysis.window_full,TCP window specified by the receiver is now completely full,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.window_update,TCP window update,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.zero_window,TCP Zero Window segment,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.zero_window_probe,TCP Zero Window Probe,Label,1.0.0 to 4.2.2
TCP,tcp.analysis.zero_window_probe_ack,ACK to a TCP Zero Window Probe,Label,1.0.0 to 4.2.2
TCP,tcp.bogus_header_length,Bogus TCP Header length,Label,3.0.0 to 4.2.2
TCP,tcp.checksum,Checksum,Unsigned integer (16 bits),1.0.0 to 4.2.2
TCP,tcp.checksum.ffff,TCP Checksum 0xffff instead of 0x0000 (see RFC 1624),Label,1.12.0 to 4.2.2
TCP,tcp.checksum.status,Checksum Status,Unsigned integer (8 bits),2.2.0 to 4.2.2
TCP,tcp.checksum_bad.expert,Bad checksum,Label,1.12.0 to 4.2.2
TCP,tcp.checksum_calculated,Calculated Checksum,Unsigned integer (16 bits),1.12.0 to 4.2.2
TCP,tcp.completeness,Conversation completeness,Unsigned integer (8 bits),3.6.0 to 4.2.2
TCP,tcp.connection.fin,Connection finish (FIN),Label,1.12.0 to 4.2.2
TCP,tcp.connection.fin_active,This frame initiates the connection closing,Label,3.6.0 to 4.2.2
TCP,tcp.connection.fin_passive,This frame undergoes the connection closing,Label,3.6.0 to 4.2.2
TCP,tcp.connection.rst,Connection reset (RST),Label,1.12.0 to 4.2.2
TCP,tcp.connection.syn,Connection establish request (SYN),Label,1.12.0 to 4.2.2
TCP,tcp.connection.synack,Connection establish acknowledge (SYN+ACK),Label,3.4.0 to 4.2.2
TCP,tcp.continuation_to,This is a continuation to the PDU in frame,Frame number,1.0.0 to 4.2.2
TCP,tcp.dstport,Destination Port,Unsigned integer (16 bits),1.0.0 to 4.2.2
TCP,tcp.fin_retransmission,Retransmission of FIN from frame,Frame number,2.0.0 to 4.2.2
TCP,tcp.flags,Flags,Unsigned integer (16 bits),1.0.0 to 4.2.2
TCP,tcp.flags.ace,ACE,Unsigned integer (8 bits),4.0.0 to 4.2.2
TCP,tcp.flags.ack,Acknowledgment,Boolean,1.0.0 to 4.2.2
TCP,tcp.flags.ae,Accurate ECN,Boolean,4.0.0 to 4.2.2
TCP,tcp.flags.cwr,Congestion Window Reduced,Boolean,1.0.0 to 4.2.2
TCP,tcp.flags.ece,ECN-Echo,Boolean,4.0.0 to 4.2.2
TCP,tcp.flags.fin,Fin,Boolean,1.0.0 to 4.2.2
TCP,tcp.flags.push,Push,Boolean,1.0.0 to 4.2.2
TCP,tcp.flags.res,Reserved,Boolean,1.4.1 to 4.2.2
TCP,tcp.flags.reset,Reset,Boolean,1.0.0 to 4.2.2
TCP,tcp.flags.str,TCP Flags,Character string,2.0.0 to 4.2.2
TCP,tcp.flags.syn,Syn,Boolean,1.0.0 to 4.2.2
TCP,tcp.flags.urg,Urgent,Boolean,1.0.0 to 4.2.2
TCP,tcp.hdr_len,Header Length,Unsigned integer (8 bits),1.0.0 to 4.2.2
TCP,tcp.len,TCP Segment Len,Unsigned integer (32 bits),1.0.0 to 4.2.2
TCP,tcp.non_zero_bytes_after_eol,Non zero bytes in option space after EOL option,Label,4.0.0 to 4.2.2
TCP,tcp.nop,4 NOP in a row - a router may have removed some options,Label,2.4.0 to 4.2.2
TCP,tcp.nxtseq,Next Sequence Number,Unsigned integer (32 bits),1.0.0 to 4.2.2
TCP,tcp.option.len.invalid,Invalid length for option,Label,1.12.0 to 4.2.2
TCP,tcp.option_kind,Kind,Unsigned integer (8 bits),1.6.0 to 4.2.2
TCP,tcp.option_len,Length,Unsigned integer (8 bits),1.6.0 to 4.2.2
TCP,tcp.options,TCP Options,Byte sequence,1.0.0 to 4.2.2
TCP,tcp.options.acc_ecn.eceb,Accurate ECN Echo CE Byte Counter,Unsigned integer (24 bits),4.0.0 to 4.2.2
TCP,tcp.options.acc_ecn.ee0b,Accurate ECN Echo ECT(0) Byte Counter,Unsigned integer (24 bits),4.0.0 to 4.2.2
TCP,tcp.options.acc_ecn.ee1b,Accurate ECN Echo ECT(1) Byte Counter,Unsigned integer (24 bits),4.0.0 to 4.2.2
TCP,tcp.options.ao.keyid,AO KeyID,Unsigned integer (8 bits),3.6.0 to 4.2.2
TCP,tcp.options.ao.mac,AO MAC,Byte sequence,3.6.0 to 4.2.2
TCP,tcp.options.ao.rnextkeyid,AO RNextKeyID,Unsigned integer (8 bits),3.6.0 to 4.2.2
TCP,tcp.options.cc,TCP CC Option,Boolean,1.0.0 to 2.2.17
TCP,tcp.options.cc_value,TCP CC Option,Unsigned integer (32 bits),2.4.0 to 4.2.2
TCP,tcp.options.ccecho,TCP CC Echo Option,Boolean,1.0.0 to 1.8.15
TCP,tcp.options.ccnew,TCP CC New Option,Boolean,1.0.0 to 1.8.15
TCP,tcp.options.echo,TCP Echo Option,Boolean,1.0.0 to 2.2.17
TCP,tcp.options.echo_value,TCP Echo Option,Unsigned integer (32 bits),2.4.0 to 4.2.2
TCP,tcp.options.experimental,TCP Option - Experimental,Byte sequence,1.8.0 to 2.2.17
TCP,tcp.options.experimental.data,Data,Byte sequence,1.8.0 to 4.2.2
TCP,tcp.options.experimental.exid,Experiment Identifier,Unsigned integer (16 bits),4.0.0 to 4.2.2
TCP,tcp.options.md5,TCP MD5 Option,Boolean,1.0.0 to 1.8.15
TCP,tcp.options.md5.digest,MD5 digest,Byte sequence,2.4.0 to 4.2.2
TCP,tcp.options.mptcp.addaddrtrunchmac,Truncated HMAC,Unsigned integer (64 bits),2.2.0 to 4.2.2
TCP,tcp.options.mptcp.addrid,Address ID,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.backup.flag,Backup flag,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.checksum,Checksum,Unsigned integer (16 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.checksumreq.flags,Checksum required,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.dataack8.flag,Data ACK is 8 octets,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.dataackpresent.flag,Data ACK is present,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.datafin.flag,DATA_FIN,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.datalvllen,Data-level Length,Unsigned integer (16 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.dseqn8.flag,Data Sequence Number is 8 octets,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.dseqnpresent.flag,"Data Sequence Number, Subflow Sequence Number, Data-level Length, Checksum present",Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.echo,Echo,Unsigned integer (8 bits),3.4.0 to 4.2.2
TCP,tcp.options.mptcp.extensibility.flag,Extensibility,Unsigned integer (8 bits),2.0.0 to 4.2.2
TCP,tcp.options.mptcp.flag_T.flag,Transient,Boolean,3.6.0 to 4.2.2
TCP,tcp.options.mptcp.flag_U.flag,Flag U,Boolean,3.6.0 to 4.2.2
TCP,tcp.options.mptcp.flag_V.flag,Flag V,Boolean,3.6.0 to 4.2.2
TCP,tcp.options.mptcp.flag_W.flag,Flag W,Boolean,3.6.0 to 4.2.2
TCP,tcp.options.mptcp.flags,Multipath TCP flags,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.ipv4,Advertised IPv4 Address,IPv4 address,1.8.0 to 4.2.2
TCP,tcp.options.mptcp.ipv6,Advertised IPv6 Address,IPv6 address,1.8.0 to 4.2.2
TCP,tcp.options.mptcp.ipver,IP version,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.nomoresubflows.flag,Do not attempt to establish new subflows to this address and port,Unsigned integer (8 bits),3.6.0 to 4.2.2
TCP,tcp.options.mptcp.port,Advertised port,Unsigned integer (16 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.rawdataack,Original MPTCP Data ACK,Unsigned integer (64 bits),2.0.0 to 4.2.2
TCP,tcp.options.mptcp.rawdataseqno,Data Sequence Number,Unsigned integer (64 bits),2.0.0 to 4.2.2
TCP,tcp.options.mptcp.recvkey,Receiver's Key,Unsigned integer (64 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.recvtok,Receiver's Token,Unsigned integer (32 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.reserved,Reserved,Unsigned integer (16 bits),2.0.0 to 4.2.2
TCP,tcp.options.mptcp.reserved.flag,Reserved,Unsigned integer (8 bits),2.0.0 to 4.2.2
TCP,tcp.options.mptcp.rst_reason,TCPRST Reason,Unsigned integer (8 bits),3.6.0 to 4.2.2
TCP,tcp.options.mptcp.sendhmac,Sender's HMAC,Byte sequence,2.0.0 to 4.2.2
TCP,tcp.options.mptcp.sendkey,Sender's Key,Unsigned integer (64 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.sendrand,Sender's Random Number,Unsigned integer (32 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.sendtrunchmac,Sender's Truncated HMAC,Unsigned integer (64 bits),2.0.0 to 4.2.2
TCP,tcp.options.mptcp.sha1.flag,Use HMAC-SHA1,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.sha256.flag,Use HMAC-SHA256,Unsigned integer (8 bits),3.2.0 to 4.2.2
TCP,tcp.options.mptcp.subflowseqno,Subflow Sequence Number,Unsigned integer (32 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.subtype,Multipath TCP subtype,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mptcp.version,Multipath TCP version,Unsigned integer (8 bits),1.8.0 to 4.2.2
TCP,tcp.options.mss,TCP MSS Option,Label,1.0.0 to 2.2.17
TCP,tcp.options.mss.absent,The SYN packet does not contain a MSS option,Label,3.2.0 to 4.2.2
TCP,tcp.options.mss.present,The non-SYN packet does contain a MSS option,Label,3.2.0 to 4.2.2
TCP,tcp.options.mss_val,MSS Value,Unsigned integer (16 bits),1.0.0 to 4.2.2
TCP,tcp.options.qs,TCP QS Option,Boolean,1.0.0 to 2.2.17
TCP,tcp.options.qs.rate,QS Rate,Unsigned integer (8 bits),2.4.0 to 4.2.2
TCP,tcp.options.qs.ttl_diff,QS Rate,Unsigned integer (8 bits),2.4.0 to 4.2.2
TCP,tcp.options.rvbd.probe,Riverbed Probe,Boolean,1.6.0 to 2.2.17
TCP,tcp.options.rvbd.probe.appli_ver,Application Version,Unsigned integer (16 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.client.ip,Client IP,IPv4 address,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.flags,Probe Flags,Unsigned integer (8 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.flags.last,Last Notify,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.flags.notcfe,Not CFE,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.flags.probe,Disable Probe Cache on CSH,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.flags.server,SSH outer to server established,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.flags.ssl,SSL Enabled,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.prober,CSH IP,IPv4 address,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.proxy.ip,SSH IP,IPv4 address,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.proxy.port,SSH Port,Unsigned integer (16 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.reserved,Reserved,Unsigned integer (8 bits),2.0.0 to 4.2.2
TCP,tcp.options.rvbd.probe.storeid,CFE Store ID,Unsigned integer (32 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.type1,Type,Unsigned integer (8 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.type2,Type,Unsigned integer (8 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.version,Version,Unsigned integer (8 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.probe.version_raw,Version,Unsigned integer (8 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy,Riverbed Transparency,Boolean,1.6.0 to 2.2.17
TCP,tcp.options.rvbd.trpy.client.port,Out of band connection Client Port,Unsigned integer (16 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.dst.ip,Dst SH IP Addr,IPv4 address,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.dst.port,Dst SH Inner Port,Unsigned integer (16 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.flags,Transparency Options,Unsigned integer (16 bits),1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.flags.chksum,Reserved,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.flags.fw_rst,Enable Transparency FW feature on All FWs,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.flags.fw_rst_inner,Enable Inner FW feature on All FWs,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.flags.fw_rst_probe,Enable FW traversal feature,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.flags.mode,Transparency Mode,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.flags.oob,Out of band connection,Boolean,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.src.ip,Src SH IP Addr,IPv4 address,1.6.0 to 4.2.2
TCP,tcp.options.rvbd.trpy.src.port,Src SH Inner Port,Unsigned integer (16 bits),1.6.0 to 4.2.2
TCP,tcp.options.sack,TCP SACK Option,Boolean,1.0.0 to 2.2.17
TCP,tcp.options.sack.count,TCP SACK Count,Unsigned integer (8 bits),1.10.0 to 4.2.2
TCP,tcp.options.sack.dsack,D-SACK Sequence,Label,3.4.0 to 4.2.2
TCP,tcp.options.sack.dsack_le,TCP D-SACK Left Edge,Unsigned integer (32 bits),3.4.0 to 4.2.2
